Date,Close/Last,Volume,Open,High,Low
02/05/2025,$112.01,110609300,$107.61,$112.09,$106.50
02/04/2025,$119.50,69412090,$115.45,$119.85,$114.79
02/03/2025,$114.27,34586050,$113.875,$115.16,$112.98
01/31/2025,$115.95,40533570,$119.14,$119.565,$115.33
01/30/2025,$118.86,29788380,$118.53,$120.44,$117.09
01/29/2025,$117.35,40199050,$115.77,$118.52,$114.96
01/28/2025,$114.17,40554760,$115.175,$116.15,$112.95
01/27/2025,$115.01,61067890,$117.80,$118.08,$112.80
01/24/2025,$122.84,31570300,$124.55,$125.25,$122.23
01/23/2025,$123.04,24921110,$121.425,$123.71,$120.63
01/22/2025,$123.75,35023840,$123.08,$125.65,$121.912
01/21/2025,$122.28,31578830,$122.39,$123.75,$121.1201
01/17/2025,$121.46,35765920,$120.78,$122.74,$120.55
01/16/2025,$118.44,29414130,$120.24,$121.09,$118.25
01/15/2025,$119.96,38185820,$117.55,$120.42,$117.46
01/14/2025,$116.09,37005280,$118.00,$118.66,$114.50
01/13/2025,$117.32,39128900,$115.28,$117.48,$114.41
01/10/2025,$116.04,59415610,$118.18,$118.71,$114.4501
01/08/2025,$121.84,46723140,$124.51,$125.30,$120.1201
01/07/2025,$127.33,39220410,$130.51,$131.71,$126.8537
01/06/2025,$129.55,48020190,$129.07,$130.73,$127.36
01/03/2025,$125.37,36785300,$121.65,$125.56,$121.42
01/02/2025,$120.63,34256180,$122.29,$123.14,$119.44
12/31/2024,$120.79,30203430,$123.10,$123.55,$120.138
12/30/2024,$122.44,30501640,$123.562,$124.10,$122.35
12/27/2024,$125.19,32924010,$124.37,$126.18,$122.26
12/26/2024,$125.06,25139140,$125.52,$127.2999,$125.05
12/24/2024,$126.29,24829560,$127.51,$127.51,$124.66
12/23/2024,$124.60,47777900,$120.71,$126.3387,$120.47
12/20/2024,$119.21,53591210,$118.00,$121.86,$117.90
12/19/2024,$118.88,46160670,$122.16,$123.38,$118.45
12/18/2024,$121.41,49724440,$125.43,$127.75,$120.43
12/17/2024,$125.02,43314940,$124.45,$127.08,$123.15
12/16/2024,$126.69,42090280,$126.01,$127.76,$123.12
12/13/2024,$126.91,67544740,$131.30,$131.30,$124.77
12/12/2024,$130.60,34267090,$130.00,$132.32,$129.07
12/11/2024,$130.15,45588140,$128.52,$131.21,$126.2201
12/10/2024,$127.74,38907200,$131.56,$131.56,$127.07
12/09/2024,$130.87,57055560,$135.71,$135.77,$130.00
12/06/2024,$138.59,33576840,$141.48,$142.7852,$137.40
12/05/2024,$141.36,29576930,$143.68,$143.95,$140.38
12/04/2024,$143.99,25942650,$142.96,$144.12,$141.18
12/03/2024,$141.98,22665350,$142.58,$143.4495,$141.0801
12/02/2024,$142.06,33102440,$137.915,$142.82,$137.80
11/29/2024,$137.175,16085710,$136.24,$138.5876,$135.78
11/27/2024,$136.24,30175290,$137.20,$137.94,$132.96
11/26/2024,$137.72,32092380,$142.55,$142.80,$136.62
11/25/2024,$141.13,30923110,$140.49,$142.35,$139.05
11/22/2024,$138.35,21784730,$137.35,$139.13,$137.04
11/21/2024,$137.49,29311440,$138.87,$140.2799,$134.93
11/20/2024,$137.60,28843070,$138.96,$140.77,$135.48
11/19/2024,$139.39,23131350,$137.41,$139.75,$137.14
11/18/2024,$138.93,38782430,$138.185,$140.90,$137.21
11/15/2024,$134.90,44217530,$136.575,$137.35,$133.65
11/14/2024,$138.84,31681410,$140.34,$141.40,$138.56
11/13/2024,$139.30,35146650,$142.86,$144.49,$139.07
11/12/2024,$143.63,33560290,$147.00,$147.45,$141.5501
11/11/2024,$147.35,29868130,$147.38,$148.57,$144.91
11/08/2024,$147.95,27560340,$149.39,$150.71,$147.525
11/07/2024,$149.82,30326430,$146.68,$150.12,$145.66
11/06/2024,$145.10,32911500,$144.95,$145.625,$141.52
11/05/2024,$141.66,27067330,$141.94,$143.08,$140.80
11/04/2024,$140.71,29117420,$141.70,$143.64,$139.72
11/01/2024,$141.86,39027430,$144.44,$144.54,$141.32
10/31/2024,$144.07,44386600,$147.80,$148.68,$143.33
10/30/2024,$148.60,87701670,$153.01,$153.12,$148.10
10/29/2024,$166.25,71896040,$161.10,$167.5099,$158.94
10/28/2024,$159.92,36010130,$158.50,$160.28,$157.045
10/25/2024,$156.23,29758490,$155.40,$158.91,$155.05
10/24/2024,$153.44,22877020,$154.74,$155.19,$152.35
10/23/2024,$152.91,26095930,$153.00,$153.445,$150.52
10/22/2024,$154.09,34997350,$156.60,$156.74,$151.91
10/21/2024,$157.90,25781210,$155.76,$158.00,$154.15
10/18/2024,$155.97,23822990,$157.41,$158.01,$155.56
10/17/2024,$156.25,29491850,$160.00,$160.44,$156.20
10/16/2024,$156.13,30575770,$158.075,$158.28,$154.9159
10/15/2024,$156.64,50768020,$163.21,$164.13,$155.74
10/14/2024,$165.27,31757210,$167.77,$168.90,$165.15
10/11/2024,$167.89,42136180,$164.185,$169.35,$163.0101
10/10/2024,$164.18,75113590,$169.76,$172.01,$162.00
10/09/2024,$171.02,33890740,$174.05,$174.05,$169.55
10/08/2024,$172.80,34730150,$171.75,$173.60,$170.00
10/07/2024,$170.97,38379930,$171.08,$172.41,$168.21
10/04/2024,$170.90,44640300,$166.533,$171.21,$164.42
10/03/2024,$162.85,29598790,$159.71,$166.7894,$159.40
10/02/2024,$159.78,24630430,$159.31,$163.10,$158.6689
10/01/2024,$159.75,31831860,$164.48,$165.40,$158.08
09/30/2024,$164.08,21920300,$163.10,$165.08,$162.18
09/27/2024,$164.35,27876040,$167.48,$168.7286,$163.74
09/26/2024,$167.49,38044920,$167.055,$168.68,$164.05
09/25/2024,$162.02,35233260,$158.50,$162.95,$158.18
09/24/2024,$158.32,27531200,$157.46,$159.64,$154.58
09/23/2024,$156.75,21728540,$156.445,$157.19,$154.97
09/20/2024,$155.95,40248200,$156.00,$157.45,$152.47
09/19/2024,$156.74,44499980,$153.81,$159.25,$152.77
09/18/2024,$148.29,26320080,$150.90,$152.82,$148.01
09/17/2024,$150.82,29888990,$153.55,$154.045,$149.225
09/16/2024,$152.08,27677760,$151.70,$154.44,$150.912
09/13/2024,$152.31,25117240,$152.32,$153.03,$150.70
09/12/2024,$150.77,29286170,$148.43,$151.54,$147.65
09/11/2024,$149.86,50935390,$145.325,$150.16,$140.71
09/10/2024,$142.84,37217530,$139.06,$143.08,$137.25
09/09/2024,$138.15,27194510,$136.10,$138.445,$134.86
09/06/2024,$134.35,39993510,$138.70,$139.13,$132.1101
09/05/2024,$139.44,25023020,$138.20,$141.71,$137.83
09/04/2024,$140.87,42130650,$140.505,$143.37,$138.51
09/03/2024,$136.94,42172670,$146.41,$146.49,$136.10
08/30/2024,$148.56,31169070,$147.52,$148.99,$145.25
08/29/2024,$145.49,31602110,$146.59,$149.49,$144.47
08/28/2024,$146.36,34075820,$149.40,$150.43,$144.72
08/27/2024,$150.50,35102650,$150.13,$151.70,$148.44
08/26/2024,$149.99,49893260,$154.70,$158.28,$148.9101
08/23/2024,$154.98,43694640,$153.60,$156.40,$151.83
08/22/2024,$151.70,45737260,$158.87,$159.84,$151.01
08/21/2024,$157.81,42791250,$156.12,$158.65,$155.07
08/20/2024,$156.40,76851160,$156.49,$162.04,$154.51
08/19/2024,$155.28,60766850,$148.43,$155.365,$147.72
08/16/2024,$148.56,31123930,$145.70,$149.3693,$145.20
08/15/2024,$147.36,43582390,$143.00,$147.96,$141.81
08/14/2024,$140.75,35506430,$143.00,$143.25,$137.64
08/13/2024,$141.13,42218020,$138.12,$141.19,$137.52
08/12/2024,$136.77,39724340,$134.44,$137.99,$133.23
08/09/2024,$134.27,40582990,$134.69,$135.50,$132.44
08/08/2024,$136.32,49037450,$131.97,$136.48,$128.94
08/07/2024,$128.67,54676490,$133.75,$136.24,$128.37
08/06/2024,$130.18,64455610,$135.15,$136.44,$129.10
08/05/2024,$134.82,76089360,$122.16,$139.14,$121.825
08/02/2024,$132.50,78562000,$133.50,$137.10,$131.33
08/01/2024,$132.54,94731930,$145.00,$147.29,$130.24
07/31/2024,$144.48,114306800,$150.73,$153.603,$140.03
07/30/2024,$138.44,68801710,$139.88,$141.70,$134.05
07/29/2024,$139.75,47447190,$141.19,$144.585,$138.75
07/26/2024,$139.99,49435830,$140.32,$141.29,$138.27
07/25/2024,$138.32,60578530,$144.07,$144.75,$136.81
07/24/2024,$144.63,49203120,$152.72,$153.68,$144.53
07/23/2024,$154.00,31950580,$154.95,$157.05,$153.80
07/22/2024,$155.87,43912460,$154.23,$156.70,$152.545
07/19/2024,$151.58,47513060,$154.86,$155.81,$150.62
07/18/2024,$155.77,69420340,$163.41,$163.41,$153.20
07/17/2024,$159.43,76954200,$169.80,$169.80,$159.37
07/16/2024,$177.55,40633060,$179.69,$179.75,$174.53
07/15/2024,$179.83,42202730,$184.45,$185.50,$178.54
07/12/2024,$181.61,50827370,$182.015,$186.99,$179.69
07/11/2024,$181.94,59231410,$184.07,$187.11,$177.25
07/10/2024,$183.96,90246970,$179.99,$187.28,$177.80
07/09/2024,$177.10,43471170,$177.97,$180.41,$174.70
07/08/2024,$178.69,60223420,$174.90,$178.95,$173.22
07/05/2024,$171.90,61857050,$165.97,$174.0396,$165.68
07/03/2024,$163.90,26980910,$164.20,$165.26,$162.51
07/02/2024,$164.31,57838610,$157.04,$164.58,$156.70
07/01/2024,$157.69,50436690,$161.25,$161.5068,$153.64
06/28/2024,$162.21,56204620,$160.23,$166.45,$159.41
06/27/2024,$159.47,34018220,$157.18,$160.61,$156.81
06/26/2024,$157.54,36973440,$160.60,$160.74,$156.00
06/25/2024,$160.25,40975280,$160.73,$161.00,$156.45
06/24/2024,$160.25,45954050,$159.75,$163.40,$158.19
06/21/2024,$161.23,61334700,$161.75,$163.20,$157.89
06/20/2024,$161.78,93245730,$155.825,$166.82,$155.50
06/18/2024,$154.63,51852030,$156.99,$157.24,$153.34
06/17/2024,$158.40,44507740,$158.00,$159.23,$154.135
06/14/2024,$159.63,34054020,$158.50,$161.3399,$157.61
06/13/2024,$159.90,44442510,$160.40,$162.66,$157.31
06/12/2024,$160.24,48325810,$160.32,$162.24,$158.62
06/11/2024,$158.96,40497090,$160.50,$161.54,$156.92
